American Express,343959055684263
American Express,375900879622577
American Express,376507830098679
American Express,343654621656271
American Express,374819893021668
American Express,371945261222068
American Express,345674405502515
American Express,376090162950395
American Express,372393021630370
American Express,342483797222580
American Express,379115849162119
American Express,346351421776360
American Express,377036498851418
American Express,376099793681162
American Express,340299614562392
American Express,341884784615267
American Express,349217151700192
American Express,348529205191736
American Express,346053013088275
American Express,342255569550145
American Express,348739753069156
American Express,343452943038181
American Express,341482796919510
American Express,345728051203545
American Express,377192964452858
American Express,340268436680682
American Express,372579423884041
American Express,341821894226700
American Express,371556179429602
American Express,341349519653546
American Express,344584893888063
American Express,343943524590566
American Express,349517950050040
American Express,349871390143927
American Express,371706002877275
American Express,376422582626356
American Express,340659528064423
American Express,341955982257944
American Express,372913894399660
American Express,349679482847960
American Express,345435406284457
American Express,341696246386745
American Express,371199028295708
American Express,376523464307955
American Express,347279625080496
American Express,378166188120581
American Express,372638242975727
American Express,377923572973269
American Express,372675648433752
American Express,347193179168757
American Express,342423009991937
American Express,340308632479164
American Express,346134910675966
American Express,377736520131073
American Express,345691628170474
American Express,344308313617963
American Express,370085707267822
American Express,375041711380577
American Express,345251088861771
American Express,375221333687407
American Express,347477602329841
American Express,377460898638235
American Express,378211272386266
American Express,377382457986872
American Express,348279080284558
American Express,341047549317294
American Express,371374867296956
American Express,375180779003687
American Express,370042360240059
American Express,372707515211449
American Express,374542129459383
American Express,340446415290133
American Express,347751541559621
American Express,348255074178030
American Express,349722491652326
American Express,346202754050206
American Express,348202498290132
American Express,370374578087984
American Express,374616717269980
American Express,373517143332635
American Express,372741847739702
American Express,341008651823099
American Express,349809473022261
American Express,379941359479373
American Express,344722629195391
American Express,373001882806760
American Express,344387258244389
American Express,343783836285079
American Express,344861143208726
American Express,348429206570857
American Express,378767368236988
American Express,372214656795512
American Express,379226422194500
American Express,340918901609158
American Express,345005705345695
American Express,379153356521930
American Express,375146941941732
American Express,343332482701698
American Express,370246188581467
American Express,378825981332285
American Express,347267402007295
American Express,342639829694936
American Express,375674209756765
American Express,374678517318771
American Express,375336135267891
American Express,344194170587485
American Express,346324904826192
American Express,344376998391493
American Express,343841938275883
American Express,376347428579644
American Express,345401440418816
American Express,343316487314946
American Express,344879281495939
American Express,340470509618223
American Express,376237199374970
American Express,375159705412600
American Express,373700561630736
American Express,371909231721245
American Express,374063525519548
American Express,378666708387909
American Express,344142317827959
American Express,371283903889189
American Express,374321634108508
American Express,374387423275741
American Express,348821952687903
American Express,375638539426290
American Express,372562225727741
American Express,374682372534241
American Express,374233753324339
American Express,344753573760351
American Express,341175114985433
American Express,375472167034303
American Express,373260854112587
American Express,372905195046883
American Express,346792963611376
American Express,374860463068069
American Express,341814818489975
American Express,373636073550758
American Express,373845257933702
American Express,344480743468679
American Express,377918620813327
American Express,379683855113276
American Express,379736537481741
American Express,349530788483630
American Express,376102624971172
American Express,375899649188374
American Express,340116335189075
American Express,347377554027627
American Express,344498106353296
American Express,375938572213161
American Express,372867690707700
American Express,371586744618991
American Express,378643809124630
American Express,343243341133421
American Express,343407711631690
American Express,373494732312719
American Express,342233865265007
American Express,377601885737163
American Express,376890511497125
American Express,341183127804435
American Express,372279210824942
American Express,346029999315718
American Express,378025600518287
American Express,346571322893382
American Express,348085626332615
American Express,341068362429800
American Express,378489449828739
American Express,378045943798651
American Express,378976574497637
American Express,345734968074573
American Express,342582286686062
American Express,340891150647197
American Express,340963259276630
American Express,378836543261474
American Express,376422819384662
American Express,374651073925446
American Express,340689192044765
American Express,379078568715162
American Express,377031833284342
American Express,370450758144264
American Express,378074621641470
American Express,379512032537554
American Express,349015762643730
American Express,349829069895409
American Express,371943394446613
American Express,346145106562826
American Express,348742063892580
American Express,342262696006439
American Express,346075294428342
American Express,340910749050455
American Express,347708847139581
American Express,340273142046442
American Express,373151608247805
American Express,340701792153563
American Express,345465670675684
American Express,345227169777813
American Express,374237882496884
American Express,349506900396009
American Express,348386684792801
American Express,340728209202394
American Express,373140142191140
American Express,373732831273013
American Express,344573425181352
American Express,348044355589226
American Express,342032630864155
American Express,376839982897693
American Express,376836830038702
American Express,340025901725883
American Express,373106371853098
American Express,376228207867584
American Express,371766423257713
American Express,341632744149129
American Express,375705876911414
American Express,341591158136412
American Express,374880424444308
American Express,345560666226961
American Express,347135533467714
American Express,373050666392075
American Express,373216386604665
American Express,345235256415353
American Express,377082716448165
American Express,343364625955394
American Express,340855507376974
American Express,373232728364314
American Express,341946851322968
American Express,379545686914901
American Express,349130774772581
American Express,347593940245208
American Express,371112408575417
American Express,373718568660696
American Express,341299331576138
American Express,379232855718625
American Express,377036183615862
American Express,374291217504375
American Express,371876316383177
American Express,377222709220219
